date,open,high,low,close,volume,return_pct,near_limit
2025-10-22,58240.0,58240.0,56590.0,57910.0,625871,0.9236667828511624,False
2026-01-27,77870.0,78270.0,76940.0,77340.0,1297416,-0.680621548735072,False
2026-01-28,77940.0,80740.0,76000.0,79000.0,2423386,2.1463666925265024,False
2026-01-29,79940.0,84340.0,79340.0,84340.0,6507784,6.759493670886085,True
2026-01-30,83200.0,84670.0,81000.0,84670.0,3745740,0.391273417121174,False
2026-02-02,82200.0,82400.0,78800.0,78800.0,3368708,-6.932797921341683,True
2026-02-03,77470.0,80000.0,75670.0,80000.0,6764887,1.522842639593902,False
2026-02-04,80470.0,80670.0,79340.0,79800.0,2151083,-0.24999999999999467,False
2026-03-05,79870.0,79870.0,75340.0,77340.0,2277902,-4.044665012406945,False
2026-03-06,76670.0,77340.0,73740.0,76340.0,2647052,-1.2929919834496983,False
2026-03-09,71140.0,72600.0,71000.0,71000.0,2025819,-6.995022268797479,True
2026-03-10,75800.0,75800.0,72470.0,75670.0,1811361,6.577464788732401,True
2026-03-11,75540.0,79670.0,74340.0,79340.0,1934635,4.850006607638435,False
2026-03-12,79070.0,79070.0,76670.0,78600.0,999562,-0.9326947315351664,False
2026-03-19,75340.0,77000.0,74740.0,76600.0,653126,-0.09130037824441883,False
2026-03-20,76600.0,76600.0,75070.0,76140.0,1027720,-0.6005221932114835,False
2026-03-23,74070.0,74670.0,70870.0,70870.0,1820018,-6.9214604675597595,True
2026-03-24,71470.0,72340.0,70800.0,72340.0,912477,2.0742204035558043,False
2026-03-25,73000.0,74000.0,72200.0,74000.0,1211481,2.294719380702248,False
2026-04-06,71200.0,71800.0,69740.0,69740.0,707631,-3.8599393438103147,False
2026-04-07,69740.0,70070.0,66670.0,66670.0,1438255,-4.402064812159445,False
2026-04-08,69000.0,71340.0,68470.0,71340.0,975295,7.004649767511628,True
2026-04-09,71340.0,73340.0,71140.0,73340.0,1179458,2.803476310625186,False
2026-04-10,72670.0,73200.0,72140.0,72670.0,480122,-0.913553313335147,False
2026-07-01,62500.0,63400.0,62500.0,62700.0,586500,-0.4761904761904745,False
2026-07-02,63000.0,64800.0,62800.0,63100.0,2175200,0.6379585326953707,False
2026-07-03,58700.0,58700.0,58700.0,58700.0,1185500,-6.973058637083995,True
2026-07-06,54600.0,54600.0,54600.0,54600.0,565000,-6.9846678023850135,True
2026-07-07,50800.0,50800.0,50800.0,50800.0,994200,-6.959706959706957,True
2026-07-08,47250.0,52000.0,47250.0,52000.0,25605600,2.3622047244094446,False
2026-07-09,52000.0,54000.0,50000.0,50000.0,4764300,-3.8461538461538436,False
2026-07-10,49700.0,49800.0,46500.0,46600.0,10169700,-6.799999999999995,True
2026-07-13,45900.0,46500.0,43750.0,43850.0,6681400,-5.901287553648071,False
2026-07-14,43900.0,46900.0,43800.0,46900.0,5620000,6.955530216647654,True
2026-07-15,46800.0,46800.0,43650.0,43650.0,8168200,-6.929637526652455,True
2026-07-16,41700.0,42750.0,40600.0,40900.0,14681800,-6.300114547537228,False
2026-07-17,41500.0,43000.0,40500.0,43000.0,7504500,5.134474327628369,False
2026-07-20,43350.0,43350.0,40600.0,41000.0,5780000,-4.651162790697672,False
2026-07-21,40900.0,41500.0,38150.0,38150.0,9655900,-6.951219512195117,True
2026-07-22,35500.0,36950.0,35500.0,35500.0,7538000,-6.946264744429886,True
2026-07-23,33050.0,33050.0,33050.0,33050.0,586700,-6.901408450704228,True
2026-07-24,30750.0,32049.999999999996,30750.0,30750.0,41349200,-6.959152798789714,True
2026-07-27,30950.0,32900.0,30900.0,32900.0,10257100,6.991869918699178,True
2026-07-28,33100.0,35200.0,32650.0,32650.0,20423300,-0.7598784194528863,False
2026-07-29,32900.0,33900.0,32450.000000000004,32750.0,7236500,0.3062787136294043,False
