symbol,date,ret_1,ret_2,ret_5,ret_10,ret_20,range_1,intraday_return,overnight_gap,volatility_5,volatility_10,volatility_20,distance_ma20,distance_ma50,distance_ma200,relative_volume_5,relative_volume_20,drawdown_20,drawdown_60,rsi_14,atr_14,vnindex_ret_1,vnindex_ret_5,vnindex_ret_20,vnindex_ret_60,vnindex_volatility_5,vnindex_volatility_20,vnindex_distance_ma20,vnindex_distance_ma200,relative_strength_5,relative_strength_20,rolling_beta_60,rolling_correlation_60,market_regime,future_return,target,split
HPG,2025-09-17,-0.0130040844232,-0.00149476858923,0.0373376704376,0.0854487174333,0.0672847468056,0.0263808722493,-0.0196266251837,0.00662254076049,0.0154309748347,0.0253843760207,0.026064167375,0.0608585257478,0.107154686982,0.284672093934,-0.130700445037,-0.2325105689,-0.0129198966408,-0.0129198966408,75.3911806543,0.0353670263917,-0.00237685060499,0.0262686054361,0.0307493494385,0.219706369238,0.00503288491929,0.0141324576383,0.0111774541537,0.237939543935,0.0110690650015,0.0365353973671,0.960764573618,0.54603106951,BULL,-0.0253753437284,DOWN,validation
PNJ,2025-09-17,0.0057436412359,0.0078404443805,0.034428327461,0.0355066884569,0.0285180389212,0.0225117731722,0.0057436412359,0,0.00810583861078,0.015220688305,0.012533230479,0.0316735600079,0.0328349005704,0.0259569603755,0.238195426307,-0.0711151420903,0,-0.017729287419,71.0199004975,0.0189170426935,-0.00237685060499,0.0262686054361,0.0307493494385,0.219706369238,0.00503288491929,0.0141324576383,0.0111774541537,0.237939543935,0.00815972202485,-0.00223131051731,0.350499844207,0.250352605855,BULL,-0.018214163783,DOWN,validation
SHS,2025-09-17,-0.00754720563538,0.0152674721308,-0.0150378773645,-0.100804699122,0.0425596144188,0.0409740742103,-0.0150378773645,0.00749067172916,0.0166497895473,0.0394775177453,0.0433071154691,-0.00602409638554,0.179519256545,0.814351936168,0.11760265989,-0.265217621586,-0.0958904109589,-0.0958904109589,59.0909090909,0.0689935064935,-0.00237685060499,0.0262686054361,0.0307493494385,0.219706369238,0.00503288491929,0.0141324576383,0.0111774541537,0.237939543935,-0.0413064828007,0.0118102649803,2.19739406511,0.663301151271,BULL,-0.0307716586668,DOWN,validation
VCB,2025-09-17,-0.0029373136988,-0.0029373136988,0.0107402386609,-0.044660414913,0.0200163054883,0.0150586742311,-0.00601993019657,0.00308261649777,0.00664263657144,0.017938140679,0.0216491724709,-0.00427795120823,0.0342939130546,0.0726456267147,0.159181392747,-0.348584446535,-0.050565926797,-0.050565926797,56.7790777701,0.0279786786986,-0.00237685060499,0.0262686054361,0.0307493494385,0.219706369238,0.00503288491929,0.0141324576383,0.0111774541537,0.237939543935,-0.0155283667752,-0.0107330439502,0.765977093587,0.54175249297,BULL,-0.0123064096936,DOWN,validation
FPT,2025-09-18,0.0191154180955,0.0346752772025,0.0415342913839,0.0219896953109,0.0485425979624,0.035889134859,0.0142775748246,0.0048378432709,0.00933071750722,0.0128054738891,0.0205506910767,0.034321725376,0.00149363454963,-0.0508310872864,0.50401575682,0.845207719927,0,-0.0589364035088,63.0403108305,0.0255295243644,-0.00592506812648,0.0167222224864,0.0209239221516,0.207258727913,0.00716578005232,0.0142165212423,0.00415883061171,0.228652514581,0.0248120688975,0.0276186758108,0.580065320452,0.406787601696,BULL,-0.023976779919,DOWN,validation
HPG,2025-09-18,-0.0253753437284,-0.0383794281516,0.0119623267093,0.0367228763899,0.0280064979082,0.0354219398591,-0.023503735471,-0.00187160825736,0.0214858609405,0.0268602403898,0.0267003218557,0.0328024720704,0.0749628896586,0.250530648074,0.362248863337,0.383719875042,-0.0376522702104,-0.0376522702104,63.5811836115,0.0358101813798,-0.00592506812648,0.0167222224864,0.0209239221516,0.207258727913,0.00716578005232,0.0142165212423,0.00415883061171,0.228652514581,-0.00475989577715,0.00708257575661,0.990017612599,0.556765332518,BULL,-0.00191975486105,NO_TRADE,validation
PNJ,2025-09-18,-0.018214163783,-0.0124705225471,0.0103038751383,0.00923302013678,0.0243303593714,0.0383162065407,-0.018214163783,0,0.0139236373463,0.0165642585361,0.0128362860852,0.0118206691822,0.0131070047271,0.0077442060942,0.0273974871504,-0.130644631347,-0.0180492884415,-0.035458574838,60.9048723898,0.020817552896,-0.00592506812648,0.0167222224864,0.0209239221516,0.207258727913,0.00716578005232,0.0142165212423,0.00415883061171,0.228652514581,-0.00641834734813,0.00340643721981,0.366572114025,0.260690664939,BULL,0.0114226705476,UP,validation
SHS,2025-09-18,-0.0307716586668,-0.0383188643021,-0.0383188643021,-0.11081436634,0.011787955752,0.0345523815067,-0.0307716586668,0,0.0209237141832,0.0399030501646,0.0439288491564,-0.0366886171214,0.132142225367,0.750636828338,-0.256141525992,-0.507838606798,-0.123287671233,-0.123287671233,47.0085470085,0.0619419642857,-0.00592506812648,0.0167222224864,0.0209239221516,0.207258727913,0.00716578005232,0.0142165212423,0.00415883061171,0.228652514581,-0.0550410867885,-0.00913596639957,2.23514707765,0.674055232419,BULL,-0.011787955752,DOWN,validation
VCB,2025-09-18,-0.0123064096936,-0.0152437233924,-0.0152437233924,-0.033446902884,0.0047132844521,0.0152437233924,-0.0107569826715,-0.0015494270221,0.00541911173999,0.0169372658021,0.0218444701139,-0.0166840057026,0.0196514645903,0.0592033230429,-0.0557175718856,-0.450985978144,-0.0621784506835,-0.0621784506835,50.6973500697,0.02710479176,-0.00592506812648,0.0167222224864,0.0209239221516,0.207258727913,0.00716578005232,0.0142165212423,0.00415883061171,0.228652514581,-0.0319659458788,-0.0162106376995,0.77937952337,0.552442874058,BULL,-0.0140480567688,DOWN,validation
FPT,2025-09-19,-0.023976779919,-0.00486136182358,0.00969377500462,-0.0193052385766,0.0265042974546,0.0315217953985,-0.0287232410992,0.00474646118012,0.0172302234341,0.0139915626102,0.0213715388031,0.00848511594319,-0.0212549740299,-0.0727856359695,-0.391088112431,-0.240677960345,-0.0236916205457,-0.0812317251462,44.5975744212,0.024898771045,-0.00347107043348,0.00447196443042,0.00661571742159,0.197482933757,0.00693351753223,0.0140570024481,0.000349333487925,0.222493788806,0.00522181057421,0.0198885800331,0.596209060125,0.41194464209,BULL,0,NO_TRADE,validation
HPG,2025-09-19,-0.00191975486105,-0.0272950985894,0,-0.0239236775275,0.0348031215289,0.0278117577842,-0.00689393768269,0.00497418282164,0.0210832904386,0.0186360578983,0.0266078758566,0.029007573211,0.0694000345233,0.246213345786,-0.178209902066,-0.163986414668,-0.0394979697305,-0.0394979697305,67.1474358974,0.0366201822774,-0.00347107043348,0.00447196443042,0.00661571742159,0.197482933757,0.00693351753223,0.0140570024481,0.000349333487925,0.222493788806,-0.00447196443042,0.0281874041073,0.990078515393,0.557706280921,BULL,0.00345290962668,NO_TRADE,validation
PNJ,2025-09-19,0.0114226705476,-0.00679149323537,0.0217265456859,-0.00331443827191,0.0370214907215,0.0191676891123,0.00104895114513,0.0103737194025,0.0144289078011,0.0150285231916,0.0130193616122,0.0215447227032,0.0233641016104,0.0195655756323,-0.282960348224,-0.38860508137,-0.00676848316557,-0.0243777702012,60.6308411215,0.0200943561069,-0.00347107043348,0.00447196443042,0.00661571742159,0.197482933757,0.00693351753223,0.0140570024481,0.000349333487925,0.222493788806,0.0172545812554,0.0304057732999,0.358312130714,0.254830427785,BULL,0.00453278321419,NO_TRADE,validation
SHS,2025-09-19,-0.011787955752,-0.0425596144188,-0.027292142288,-0.139933778444,-0.027292142288,0.0353671438373,-0.00394477829102,-0.00784317746103,0.0194573155025,0.0386417928289,0.0435460624781,-0.0467219291635,0.107996846807,0.721896672588,-0.0296507621047,-0.445862872044,-0.133561643836,-0.133561643836,45.3781512605,0.061829474873,-0.00347107043348,0.00447196443042,0.00661571742159,0.197482933757,0.00693351753223,0.0140570024481,0.000349333487925,0.222493788806,-0.0317641067184,-0.0339078597096,2.23981233891,0.675560880156,BULL,-0.00793654959574,DOWN,validation
VCB,2025-09-19,-0.0140480567688,-0.0263544664624,-0.027901496474,-0.0754468579017,-0.00475738290227,0.0202346454852,-0.0156142278016,0.00156617103274,0.00713543302691,0.0130831729649,0.022055923109,-0.0301768990635,0.00388084280672,0.0442490362151,0.362193598293,-0.141628026153,-0.0752609143025,-0.0752609143025,26.2962962963,0.023911710607,-0.00347107043348,0.00447196443042,0.00661571742159,0.197482933757,0.00693351753223,0.0140570024481,0.000349333487925,0.222493788806,-0.0323734609044,-0.0113731003239,0.790061743348,0.55691752302,BULL,-0.0140869945969,DOWN,validation
FPT,2025-09-22,0,-0.023976779919,0.0136179134608,-0.00387116469346,0.0527862033486,0.0322932192849,-0.00772740124157,0.00772740124157,0.0169840209984,0.0131632249252,0.0203691935788,0.00587720395148,-0.0205494663918,-0.0721199498363,0.408614557886,1.139383443,-0.0236916205457,-0.0812317251462,45.835694051,0.0255949421041,-0.00394729437252,-0.00519562908829,-0.00345473382867,0.193550272532,0.00659080330592,0.014018909688,-0.00341973242389,0.215818260159,0.018813542549,0.0562409371773,0.595378220253,0.412697700816,BULL,-0.0325478497803,DOWN,validation
HPG,2025-09-22,0.00345290962668,0.00153315476563,-0.025336957552,0.0154383614332,0.065279252452,0.0207859677598,-0.00191314387796,0.00536605350464,0.0144282222745,0.014459064191,0.0257321875167,0.0292088769758,0.0695734814596,0.248568402277,-0.438423500481,-0.486748691208,-0.0361757105943,-0.0361757105943,65.9468438538,0.0361383159162,-0.00394729437252,-0.00519562908829,-0.00345473382867,0.193550272532,0.00659080330592,0.014018909688,-0.00341973242389,0.215818260159,-0.0201413284637,0.0687339862807,0.986896501585,0.557384274168,BULL,-0.0295396526738,DOWN,validation
PNJ,2025-09-22,0.00453278321419,0.0159554537618,0.00558173435932,0.0147190321612,0.0368509367559,0.0123576544324,-0.00555075145919,0.0100835346734,0.0113350577281,0.0143388350352,0.0130174507647,0.0242842125893,0.0266548089733,0.0244302286213,-0.174185385372,-0.349377722789,-0.00225616105519,-0.0199454483464,60.9048723898,0.0201525731183,-0.00394729437252,-0.00519562908829,-0.00345473382867,0.193550272532,0.00659080330592,0.014018909688,-0.00341973242389,0.215818260159,0.0107773634476,0.0403056705846,0.350334237807,0.250374861863,BULL,-0.00680690297323,DOWN,validation
SHS,2025-09-22,-0.00793654959574,-0.0197245053478,-0.0352286918837,-0.0729690198666,-0.0580433696499,0.0236231457634,-0.00793654959574,0,0.0192230160583,0.0321751710341,0.0431888157434,-0.0515775552617,0.0890315862548,0.700317369995,-0.208437892755,-0.505455266454,-0.140410958904,-0.140410958904,40.1785714286,0.0594763801935,-0.00394729437252,-0.00519562908829,-0.00345473382867,0.193550272532,0.00659080330592,0.014018909688,-0.00341973242389,0.215818260159,-0.0300330627955,-0.0545886358212,2.23777076398,0.676615550518,BULL,-0.0365152129751,DOWN,validation
VCB,2025-09-22,-0.0140869945969,-0.0281350513657,-0.0433787747582,-0.0689821239414,0,0.0234217669136,-0.0188443774992,0.00475738290227,0.00669931390446,0.0125164962169,0.0218695602291,-0.0437430146067,-0.0106289994322,0.0295580933507,0.0355216617691,-0.310202231276,-0.0881963839483,-0.0881963839483,24.5250431779,0.0237903318671,-0.00394729437252,-0.00519562908829,-0.00345473382867,0.193550272532,0.00659080330592,0.014018909688,-0.00341973242389,0.215818260159,-0.0381831456699,0.00345473382867,0.79937492606,0.560619779356,BULL,-0.0160887520088,DOWN,validation
FPT,2025-09-23,-0.0325478497803,-0.0325478497803,-0.0218493524968,-0.0218493524968,-0.0198368744579,0.0306875060138,-0.0276627396217,-0.0048851101586,0.0231639703208,0.0161942412955,0.0198098322235,-0.0253842687628,-0.050463110204,-0.101037875002,-0.0483060554865,0.458495126567,-0.0549567919215,-0.110654239766,44.844789357,0.0264417078863,-0.0146795750051,-0.0303998585426,-0.0322380398541,0.179661205616,0.00497606662859,0.0139534444723,-0.0163598000522,0.196380547172,0.00855050604578,0.0124011653962,0.641860830829,0.439648720873,BULL,-0.0172024967483,DOWN,validation
HPG,2025-09-23,-0.0295396526738,-0.0260867430472,-0.0663859260598,-0.0175957618904,0.0357395997782,0.0330962657887,-0.0295396526738,0,0.0143160326991,0.0174318795035,0.0267567583041,-0.00249867196569,0.0359793376271,0.210572813448,-0.125892763035,-0.244945180907,-0.0642303433001,-0.0642303433001,56.230529595,0.0376162299239,-0.0146795750051,-0.0303998585426,-0.0322380398541,0.179661205616,0.00497606662859,0.0139534444723,-0.0163598000522,0.196380547172,-0.0359860675172,0.0679776396323,1.02288808971,0.575839099679,BULL,0.0090320661135,UP,validation
PNJ,2025-09-23,-0.00680690297323,-0.00227411975905,-0.00332197175852,0.0358359051773,0.0264410754625,0.0304928233387,-0.0123576544324,0.00555075145919,0.0118310558688,0.0105948632987,0.0131507897234,0.0159871177816,0.0183662622926,0.0177364187442,-0.11534838282,-0.297659545112,-0.00902464422076,-0.0265939311285,58.268590455,0.0220790592945,-0.0146795750051,-0.0303998585426,-0.0322380398541,0.179661205616,0.00497606662859,0.0139534444723,-0.0163598000522,0.196380547172,0.0270778867841,0.0586791153166,0.362120754567,0.264670435357,BULL,0,NO_TRADE,validation
SHS,2025-09-23,-0.0365152129751,-0.0444517625708,-0.094558582625,-0.0444517625708,-0.094558582625,0.0566953436765,-0.0365152129751,0,0.013701237894,0.0273986316268,0.0438267813102,-0.0814196242171,0.0411288934779,0.632141038568,0.222578364271,-0.18445867576,-0.171232876712,-0.171232876712,25.4901960784,0.0593270365998,-0.0146795750051,-0.0303998585426,-0.0322380398541,0.179661205616,0.00497606662859,0.0139534444723,-0.0163598000522,0.196380547172,-0.0641587240824,-0.0623205427709,2.25249874588,0.685405239007,BULL,0.012320484388,UP,validation
VCB,2025-09-23,-0.0160887520088,-0.0301757466057,-0.059467526767,-0.0518747111774,-0.034933129508,0.022264672036,-0.0160887520088,0,0.00518260167076,0.00927111080405,0.0216794795392,-0.0574283111228,-0.0266025814806,0.0131212816051,-0.112571842649,-0.385632590096,-0.1027487873,-0.1027487873,23.3169129721,0.0239304437371,-0.0146795750051,-0.0303998585426,-0.0322380398541,0.179661205616,0.00497606662859,0.0139534444723,-0.0163598000522,0.196380547172,-0.0290676682244,-0.00269508965386,0.805806237851,0.570507916275,BULL,0.00327118381328,NO_TRADE,validation
FPT,2025-09-24,-0.0172024967483,-0.0497503465286,-0.0546117083522,-0.0409599592893,-0.0101914359643,0.025312554766,-0.0201776207689,0.0029751240206,0.020609984632,0.0167747616794,0.0192569272299,-0.0415364270257,-0.0645021238647,-0.115350704219,0.0608422594166,0.562967808913,-0.0710748616371,-0.125822368421,35.9977949283,0.0263106810614,0.000495456793765,-0.0275275511438,-0.00622424458111,0.175940530396,0.00563289624641,0.012769950374,-0.0155698838768,0.195290092445,-0.0270841572083,-0.00396719138315,0.645917192519,0.43928940076,BULL,0.0152484672275,UP,validation
HPG,2025-09-24,0.0090320661135,-0.0205075865603,-0.0443497755231,-0.00701210508546,0.0972275758644,0.0140737272117,0.00352457776267,0.00550748835083,0.0174664313293,0.017764035808,0.0235346550581,0.00187999373335,0.043357670188,0.219901854651,-0.629467432788,-0.696862092288,-0.0557401255076,-0.0557401255076,53.7067545305,0.0340667932537,0.000495456793765,-0.0275275511438,-0.00622424458111,0.175940530396,0.00563289624641,0.012769950374,-0.0155698838768,0.195290092445,-0.0168222243793,0.103451820445,1.02098958137,0.574637742126,BULL,0.0135898033999,UP,validation
