threshold,margin,rows,actions,buys,sells,action_coverage,action_direction_accuracy,wilson_lower_bound,buy_win_rate_after_cost,long_only_net_return,long_only_sharpe,long_only_max_drawdown,eligible,candidate,sarimax_weight,sample_eligible,passes_acceptance_gate
0.36,0.0,625,565,280,285,0.904,0.3769911504424779,0.3379866260256382,0.39285714285714285,-0.10837173688234292,-1.5597065660790472,-0.17032964872487089,True,blend_0.15,0.15,True,False
0.36,0.0,625,584,288,296,0.9344,0.3732876712328767,0.3350065216043898,0.3958333333333333,-0.10917044445137591,-1.5645148771653332,-0.1698544431142135,True,blend_0.25,0.25,True,False
0.36,0.0,625,584,288,296,0.9344,0.3732876712328767,0.3350065216043898,0.3958333333333333,-0.10917044445137591,-1.5645148771653332,-0.1698544431142135,True,blend_0.35,0.35,True,False
0.36,0.0,625,102,45,57,0.1632,0.38235294117647056,0.2939418160157895,0.4,0.006144736979521559,0.3473882157210876,-0.025180040334571885,True,agreement_gate,,True,False
